provinsi,jenis,daerah,tahun,periode,gk,kategori,kategori_encoded
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2017,SEPTEMBER,342574.0,Menengah Rendah,1
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2018,MARET,347960.0,Menengah Rendah,1
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2018,SEPTEMBER,356962.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,320636.0,Menengah Rendah,1
KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,325133.0,Menengah Rendah,1
KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,328127.0,Menengah Rendah,1
KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,338032.0,Menengah Rendah,1
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2019,MARET,317184.0,Menengah Rendah,1
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2019,SEPTEMBER,337107.0,Menengah Rendah,1
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2020,MARET,358205.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2020,SEPTEMBER,362579.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2019,MARET,363433.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2019,SEPTEMBER,376076.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2020,MARET,397192.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2020,SEPTEMBER,402086.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,346454.0,Menengah Rendah,1
KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,361419.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,382954.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,387865.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2021,MARET,371472.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2021,SEPTEMBER,374314.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2022,MARET,392777.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,2022,SEPTEMBER,416222.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2021,MARET,412878.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2021,SEPTEMBER,429419.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2022,MARET,451136.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAAN,2022,SEPTEMBER,478269.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,396514.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,407871.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,426914.0,Menengah,0
KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,453342.0,Menengah,0
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2015,MARET,76698.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,83219.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2016,MARET,84105.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,85734.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2015,MARET,63814.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,68463.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2016,MARET,70656.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,72228.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,68220.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,73510.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,73999.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,76983.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2017,MARET,90018.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,92039.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2018,MARET,96241.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,98329.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2017,MARET,75766.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,76287.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2018,MARET,78636.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,83686.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,80900.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,81703.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,85401.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,89461.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2019,MARET,100845.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,106567.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2020,MARET,113479.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,116294.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2019,MARET,85750.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,88855.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2020,MARET,95411.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,96873.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,91794.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,95993.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,102680.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,104754.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2021,MARET,122681.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,125240.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2022,MARET,132451.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,140978.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2021,MARET,101865.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,107716.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2022,MARET,114225.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,124756.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,110468.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,115008.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2022,MARET,121903.0,Rendah,3
KALIMANTAN TENGAH,NONMAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,131597.0,Rendah,3
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2013,MARET,287333.0,Menengah Rendah,1
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2013,SEPTEMBER,299970.0,Menengah Rendah,1
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2014,MARET,307382.0,Menengah Rendah,1
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2014,SEPTEMBER,316683.0,Menengah Rendah,1
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2013,MARET,298172.0,Menengah Rendah,1
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2013,SEPTEMBER,311647.0,Menengah Rendah,1
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2014,MARET,323556.0,Menengah Rendah,1
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2014,SEPTEMBER,338130.0,Menengah Rendah,1
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2015,MARET,328674.0,Menengah Rendah,1
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2015,SEPTEMBER,339239.0,Menengah Rendah,1
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2016,MARET,348254.0,Menengah Rendah,1
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2016,SEPTEMBER,357224.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2015,MARET,360670.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2015,SEPTEMBER,374938.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2016,MARET,387202.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2016,SEPTEMBER,392543.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2015,MARET,349726.0,Menengah Rendah,1
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2015,SEPTEMBER,362729.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2016,MARET,373484.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2016,SEPTEMBER,380524.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2017,MARET,373219.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2017,SEPTEMBER,378311.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2018,MARET,387139.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2018,SEPTEMBER,403547.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2017,MARET,414002.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2017,SEPTEMBER,418861.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2018,MARET,426596.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2018,SEPTEMBER,440649.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2017,MARET,401536.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2017,SEPTEMBER,406836.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2018,MARET,413528.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2018,SEPTEMBER,427494.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2019,MARET,418029.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2019,SEPTEMBER,443674.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2020,MARET,471684.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2020,SEPTEMBER,478873.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2019,MARET,449184.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2019,SEPTEMBER,464931.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2020,MARET,492603.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2020,SEPTEMBER,498959.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2019,MARET,438248.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2019,SEPTEMBER,457412.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2020,MARET,485634.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2020,SEPTEMBER,492619.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2021,MARET,494153.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2021,SEPTEMBER,499553.0,Menengah,0
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2022,MARET,525228.0,Menengah Tinggi,2
KALIMANTAN TENGAH,TOTAL,PERKOTAAN,2022,SEPTEMBER,557200.0,Menengah Tinggi,2
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2021,MARET,514743.0,Menengah Tinggi,2
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2021,SEPTEMBER,537135.0,Menengah Tinggi,2
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2022,MARET,565361.0,Menengah Tinggi,2
KALIMANTAN TENGAH,TOTAL,PERDESAAN,2022,SEPTEMBER,603025.0,Menengah Tinggi,2
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2021,MARET,506982.0,Menengah Tinggi,2
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2021,SEPTEMBER,522879.0,Menengah Tinggi,2
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2022,MARET,548817.0,Menengah Tinggi,2
KALIMANTAN TENGAH,TOTAL,PERDESAANPERKOTAAN,2022,SEPTEMBER,584939.0,Menengah Tinggi,2
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2015,MARET,229677.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2015,SEPTEMBER,235422.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2016,MARET,248602.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2016,SEPTEMBER,257170.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2015,MARET,255023.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2015,SEPTEMBER,271860.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2016,MARET,286982.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2016,SEPTEMBER,294159.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2015,MARET,244281.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,256417.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2016,MARET,270862.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,278536.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2017,MARET,268327.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2017,SEPTEMBER,282483.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2018,MARET,288601.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2018,SEPTEMBER,294677.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2017,MARET,302037.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2017,SEPTEMBER,309046.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2018,MARET,313712.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2018,SEPTEMBER,323191.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,287959.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,297743.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,302854.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,310496.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2019,MARET,312945.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2019,SEPTEMBER,322321.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2020,MARET,337851.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2020,SEPTEMBER,341730.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2019,MARET,335341.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2019,SEPTEMBER,354054.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2020,MARET,370662.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2020,SEPTEMBER,374563.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,325590.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,340430.0,Menengah Rendah,1
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,355813.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,360394.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2021,MARET,356053.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2021,SEPTEMBER,362027.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2022,MARET,379337.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERKOTAAN,2022,SEPTEMBER,399109.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2021,MARET,384188.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2021,SEPTEMBER,389770.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2022,MARET,411135.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERDESAAN,2022,SEPTEMBER,431084.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,371204.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,376894.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,396308.0,Menengah,0
KALIMANTAN SELATAN,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,415976.0,Menengah,0
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2015,MARET,124426.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,136370.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2016,MARET,137860.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,141992.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2015,MARET,76943.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,81112.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2016,MARET,83630.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,86488.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,97068.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,104532.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,106618.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,110736.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2017,MARET,144125.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,152307.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2018,MARET,152617.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,153198.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2017,MARET,91060.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,98337.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2018,MARET,100783.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,101478.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,114464.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,122231.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,124920.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,125666.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2019,MARET,157348.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,161445.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2020,MARET,165897.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,167122.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2019,MARET,108587.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,116394.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2020,MARET,119592.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,121152.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,131631.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,137693.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,141449.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,143292.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2021,MARET,171187.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,174014.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2022,MARET,180716.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,189362.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2021,MARET,126184.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,127523.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2022,MARET,133660.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,141833.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,147946.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,150151.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2022,MARET,156765.0,Rendah,3
KALIMANTAN SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,165254.0,Rendah,3
KALIMANTAN SELATAN,TOTAL,PERKOTAAN,2013,MARET,298518.0,Menengah Rendah,1
KALIMANTAN SELATAN,TOTAL,PERKOTAAN,2013,SEPTEMBER,313691.0,Menengah Rendah,1
KALIMANTAN SELATAN,TOTAL,PERKOTAAN,2014,MARET,322006.0,Menengah Rendah,1
KALIMANTAN SELATAN,TOTAL,PERKOTAAN,2014,SEPTEMBER,336782.0,Menengah Rendah,1
KALIMANTAN SELATAN,TOTAL,PERDESAAN,2013,MARET,272614.0,Menengah Rendah,1
KALIMANTAN SELATAN,TOTAL,PERDESAAN,2013,SEPTEMBER,290576.0,Menengah Rendah,1
KALIMANTAN SELATAN,TOTAL,PERDESAAN,2014,MARET,298656.0,Menengah Rendah,1
KALIMANTAN SELATAN,TOTAL,PERDESAAN,2014,SEPTEMBER,313954.0,Menengah Rendah,1
KALIMANTAN SELATAN,TOTAL,PERKOTAAN,2015,MARET,354103.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERKOTAAN,2015,SEPTEMBER,371793.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERKOTAAN,2016,MARET,386462.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERKOTAAN,2016,SEPTEMBER,399162.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERDESAAN,2015,MARET,331966.0,Menengah Rendah,1
KALIMANTAN SELATAN,TOTAL,PERDESAAN,2015,SEPTEMBER,352972.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERDESAAN,2016,MARET,370612.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERDESAAN,2016,SEPTEMBER,380647.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,2015,MARET,341349.0,Menengah Rendah,1
KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,2015,SEPTEMBER,360949.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,2016,MARET,377480.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERDESAANPERKOTAAN,2016,SEPTEMBER,389272.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERKOTAAN,2017,MARET,412452.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERKOTAAN,2017,SEPTEMBER,434791.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERKOTAAN,2018,MARET,441218.0,Menengah,0
KALIMANTAN SELATAN,TOTAL,PERKOTAAN,2018,SEPTEMBER,447876.0,Menengah,0
